name,feature_easting,feature_northing,pointx_class
Knights Birstall,422237.2,426105.1,5280364
Biddick Hall Pharmacy,435967,563230,5280364
Featherstone Road Clinic,512176.7,179423.5,5280365
Knights Pharmacy,455502,346223,5280364
SPACES South,434321.8,384991.9,5280365
Alcohol Service Knowsley,345332,390299,5280365
Shafton Pharmacy,438750,411410,5280364
Liverpool CMHT,336572,399587,5280365
Alpha Court,453042.7,107194.4,5280365
The Quay Centre,256071,132782,5280365
Douglas Pharmacy,531334,183456,5280364
Lowe House Resource Centre,350787,395805.4,5280365
Child Development Centre,467040,100153.4,5280365
Watts Pharmacy,529686,170406,5280364
Long Hill Health Care Centre,514187,432807,5280365
Strachans Chemist,399782,405787,5280364
DIP,335228,389830,5280365
Boundervean,164534,39646.9,5280365
Fountain House,201569,52347,5280365
The Children's Centre,622234.6,137251.8,5280365
Burdett House,535886.8,182436.5,5280365
Fairfield Hospital,383200,411579,5280371
Long Clawson Pharmacy,472609,327386,5280364
Tesco in-store Pharmacy,432978.6,568603.2,5280364
Taylors Pharmacy,386573.7,438386.5,5280364
Chadderton Town Health Centre,390676,405445,5280365
Longshoot Health Centre,359010,406072,5280365
Community Nurses Office,404698,92061,5280365
Milson Road Health Centre,523880,179417,5280365
World's End Health Centre,526150,177273,5280365
Beechdale Health Centre,399439,300176.6,5280365
Brace Street Health Centre,401233.5,297709.5,5280365
Sycamore House,402243.8,297680.4,5280365
Boots,337086,398691,5280364
Standish Clinic,356365,409971,5280365
Lloyds Pharmacy,414220.4,183469.3,5280364
Clayponds Hospital,518188,178721,5280371
Burnham-On-Sea War Memorial Hospital,330713.8,149316.2,5280371
Alexandra Hospital,406092,264629,5280371
Orpington Hospital,545961,164687,5280371
Edgware Community Hospital,519772,191079,5280371
Halls the Chemist,512256.9,298590.7,5280364
Rowlands Pharmacy,464846,101883,5280364
Day Lewis Pharmacy,523165,156170,5280364
Asda Pharmacy,342326,384876,5280364
Cohens Chemist,355201,423251,5280364
Medichem Pharmacy,412654.7,425509.5,5280364
Castlefields Health Centre,354077.7,382673.2,5280365
Millennium Pharmacy,531607.2,176934.4,5280364
Lincolnshire Co-operative Chemist Group,497953,367539,5280364
Gossoms End Rehabilitation Unit,498243.1,208234.8,5280371
South Elmsall Health Centre,446713.7,411200,5280365
Health Visitors Office,446655.7,246709.5,5280365
Cross Street Health Centre,394047,290268,5280365
Chana Chemist,524327,181316,5280364
Occupational Health Service,599005,224923,5280365
Community Nurses Office,381228,433045,5280365
Community Nurses Office,415328,132156,5280365
Villapharm Ltd,609478,238316,5280364
Eccleshall Pharmacy,383128,329186,5280364
Lloyds Pharmacy,366195,374149,5280364
Community Nurses Office,386158,255209,5280365
Boots,507196,433614,5280364
Manor Pharmacy,449994.2,344614.3,5280364
Community Children's Nursing Team,532956.2,177430.6,5280365
Saughall Medical Centre,336079,370080.9,5280365
Asda Pharmacy,427362,587902,5280364
M W Phillips Chemist,408503,293896,5280364
Boots,358315.4,168657,5280364
Tesco in-store Pharmacy,406192,91695,5280364
Unity Barrow Drug & Alcohol Team,319703,469304,5280365
Croft Shifa Health Centre,390755.2,413979.6,5280365
Rowlands Pharmacy,328952,369351,5280364
Manor Pharmacy,382951,398560,5280364
Kemsing Pharmacy,555320,158707,5280364
Denby Pharmacy,423043,408595,5280364
Lincolnshire Co-operative Chemist Group,523722.3,340324,5280364
Asda Pharmacy,436124.7,566923.2,5280364
Health Improvement Service,392318,395479,5280365
Moorgreen Hospital,447647.8,114573.3,5280371
Disabilities Team,370649,410886,5280365
Lloyds Pharmacy,376560,394802,5280364
Well Pharmacy,475317,261441,5280364
Victoria Chemist,382776,399969,5280364
Birmingham Community Services,404347,282014,5280365
Boots,205736,88433,5280364
Boots,304290,182853,5280364
Cantley Health Centre,461464,401450,5280365
Coalville Community Resource Centre,442460,314854,5280365
Goole Health Centre - Community Health,473881.9,424145.4,5280365
Cohens Chemist,525027.1,409209.7,5280364
Tesco in-store Pharmacy,418023,497716,5280364
Community Nurses Office,399369,91280,5280365
Queen Victoria Memorial Hospital,618865,167891,5280371
Community Nurses Office,342044.4,392754.9,5280365
Northcroft Wing,446943,167293,5280365
Oakenshaw Pharmacy,417342.9,427869.1,5280364
Tesco in-store Pharmacy,447590,165109,5280364
Rubery Late Night Pharmacy,398971,277304,5280364
Perry Vale Pharmacy,536068,172532,5280364
Middlestown Pharmacy,426717.4,417211,5280364
Jardines Pharmacy,520245,244210,5280364
Nabbs Lane Pharmacy,451827,348651,5280364
West Park Rehabilitation Hospital,390527.2,298895.6,5280371
Community Nurses Office,313753,120481,5280365
West Mendip Hospital,351200,140369,5280371
Charter House,353405,115280,5280365
Wincanton Community Hospital,370790,128907,5280371
Asda Pharmacy,417757,430707,5280364
Croydon Pharmacy,532417,164690,5280364
Asda Pharmacy,419266.4,552607.6,5280364
Tesco in-store Pharmacy,409638,333532,5280364
Whitwick Health Centre,443258,316297,5280365
Catts Pharmacy,570245,161444,5280364
Tesco in-store Pharmacy,354067,421753,5280364
Chequerfield Pharmacy,446456.1,421203.3,5280364
Wombourne Pharmacy,386867,292841,5280364
Community Nurses Office,427751,569688,5280365
Marrow House,391701.2,343505.1,5280365
The Ridge Pharmacy,414575,431676,5280364
Portobello Pharmacy,395414,298112,5280364
Bellingham Practice,383653.7,583305.6,5280365
Stocksbridge Children's Centre,426610.7,398676.2,5280365
Mayor Pharmacy,536996,182762,5280364
Mill Pharm Ltd,602537.5,242378.4,5280364
Chase Pharmacy,479791,134781,5280364
Ambrose House,386013,218632,5280365
Rowlands Pharmacy,414572,430147,5280364
Hateley Heath Family Education Centre,399738,293213,5280365
Lloyds Pharmacy,365557,176355.1,5280364
New Marske Pharmacy,462372,520977,5280364
Tesco in-store Pharmacy,385562,363550,5280364
Community Health Services,435809.8,336565.1,5280365
Wepre Pharmacy,330032.3,369177.1,5280364
Community Mental Health Services,506834,206458,5280365
Beckside Court,424733,423825.6,5280365
Intermediate Care Team,439185,363354,5280365
Alfreton Primary Care Centre,440718.4,355782.5,5280365
Lister Pharmacy,414839,434720,5280364
Central Youth Team,389488,390350,5280365
Boots,504045,488409,5280364
Community Nurses Office,519138,169653,5280365
Murrays Healthcare,393586,290633,5280364
Mental Health Services - Southwark,532896,176182,5280365
Bassingbourn Pharmacy,533257,243935,5280364
Kamsons Pharmacy,559139,111074,5280364
Learning Disabilities Service,456170,303661,5280365
Day Lewis Pharmacy,538616.2,308894.7,5280364
Community Nurses Office,519558,186409,5280365
Brentwood Community Learning Disability Team,559867.9,193579.5,5280365
Day Lewis Pharmacy,407174,93331,5280364
Child & Family Consultation Service,570481,188761,5280365
Asda Pharmacy,442959,540835,5280364
Prescot Medical Centre,346605,392412,5280365
Idle Pharmacy,417822.3,437729.3,5280364
Middleforth Pharmacy,353131,427890,5280364
Holywell Community Hospital,318962,375407,5280371
Britannia Pharmacy,544141,185047,5280364
Lloyds Pharmacy,427446,524908,5280364
Asda Pharmacy,564257,174247,5280364
Boots,541319,296848,5280364
Tesco in-store Pharmacy,425099.4,94599.8,5280364
Earnsdale Clinic,527023,150176,5280365
Radcliffe Primary Care Centre,378690.4,407177.8,5280365
Rowlands Pharmacy,299974,81045,5280364
St Mark's Hospital,487171,181398,5280371
Regent Pharmacy,475345,261025,5280364
Community Nurses Office,300534.1,523346.1,5280365
Diabetes Centre,335962,390733,5280365
Melton Mowbray Hospital,475849.7,319295,5280371
Asda Pharmacy,574833,163642,5280364
Community Nurses Office,442301,314445,5280365
District Nurses Office,428074.4,542174.2,5280365
K L Pharmacy,513640,179402,5280364
The Old Vicarage,440960,549822,5280365
Upton Hospital,497697,179429,5280371
Lloyds Pharmacy,411027,286432,5280364
MI Pharmacy,517078,303962,5280364
St Brides Pharmacy,312007.8,169562.6,5280364
Kings Treatment Centre,451324,359907,5280365
Boots,455706,341131,5280364
Boots,503739,246650,5280364
McGill Pharmacy,457949,402504,5280364
Headington Pharmacy,454869,207378,5280364
Well Pharmacy,451360,320448,5280364
Courts Pharmacy,513388,168300,5280364
Everest Pharmacy,385778.8,396558.9,5280364
Springfield Pharmacy,253183.6,53052,5280364
Four Acre Chemist,351976.4,391685.7,5280364
Well Pharmacy,319288.1,211465.3,5280364
Community Nurses Office,384676.9,240119.4,5280365
Normanton Pharmacy,438522.3,422851.1,5280364
Whitakers Pharmacy,532850,196787,5280364
District Nurses Office,469311,448136,5280365
Community Nurses Office,363833,132270.2,5280365
White Cross Court,460845,453169,5280365
Rowlands Pharmacy,418259.4,184112.7,5280364
Community Nurses Office,428509,563599,5280365
Manningham Clinic,415520,434235,5280365
Community Nurses Office,332138,429195,5280365
Ossett Pharmacy,427747,420640,5280364
Boots,486058.8,104887.7,5280364
Asda Pharmacy,406749,291134,5280364
Community Nurses Office,438276.2,422147.4,5280365
Community Nurses Office,498254.7,484421.5,5280365
Children's Centre,569973,205498,5280365
Acley Centre,427091,526115,5280365
Community Nurses Office,495114,167660,5280365
Tesco in-store Pharmacy,466355.4,367715.1,5280364
District Nurses Office,411719.8,279691.1,5280365
Cannon Pharmacy,392415,405000,5280364
Tesco in-store Pharmacy,493829,100548,5280364
Rowlands Pharmacy,399768,93572,5280364
Brunshaw Pharmacy,386234,432340,5280364
Pharmacy Republic,435940.6,291486,5280364
Jaybee Pharmacy,391929,388963,5280364
Shiremoor Pharmacy,430902,571091,5280364
The Stepping Stone Centre,369219,308399,5280365
Henlow Pharmacy,516383,235703,5280364
Bowness Pharmacy,372400.3,404357.3,5280364
Merriott Pharmacy,344249,112198,5280364
Church Crookham Pharmacy,481706,152148,5280364
Queens Drive Family Health Centre,336004,394984,5280365
Lloyds Pharmacy,431027.9,568009,5280364
Periville Ltd,525289.3,409561.3,5280364
Heaton Mersey Clinic,386463,390654,5280365
Purbeck Community Mental Health,392369.1,87606.6,5280365
Barrowcliff Pharmacy,502208,489326,5280364
Rishton Clinic,372725.2,430289,5280365
Community Endoscopy Unit,509142.2,221116.6,5280365
The Moor Lane Centre,518896,164147,5280365
Tesco in-store Pharmacy,449104,375535,5280364
7-11 Pharmacy,460112.6,304445.1,5280364
Halliwell Midnight Pharmacy,371568,410367,5280364
Skf Lo (Chemist) Ltd,434945,384725,5280364
Richester Centre,380607,410985,5280365
AL Shafa Pharmacy,402811,287574,5280364
Foxrush House,459142,522278,5280365
Badham Pharmacy,383246,218010,5280364
Brittania Pharmacy,544470.6,188343.8,5280364
Community Health Office,308085.5,186054.5,5280365
Tesco in-store Pharmacy,385965,157528,5280364
Alpharm Chemist,545268,178588,5280364
Morrisons Pharmacy,436183,338815.9,5280364
Hampden Pharmacy,481524,212743,5280364
Foxley Lane Pharmacy,530756,161902,5280364
Lloyds Pharmacy,382711.4,217859,5280364
Tesco in-store Pharmacy,382942.5,219239.1,5280364
Pentyrch Pharmacy,309983,182101,5280364
Sussex Rehabilitation Centre,534125,123035,5280365
Day Lewis Pharmacy,286326,71320,5280364
Suffolk House,587762.6,186353.8,5280365
Windsor House,381810,409122,5280365
Community Nurses Office,369710,356224,5280365
The Portobello Pharmacy,524489,181637,5280364
Well Pharmacy,429846,418261.9,5280364
Egerton Chemist,531256,185080,5280364
Haggerston Pharmacy,533766.8,183888.8,5280364
Community Services,378880,399269,5280365
Boots,527494,179362,5280364
Boots,392338.9,87413.7,5280364
Lloyds Pharmacy,375673,395902,5280364
Fairmans Chemist Ltd,427043.8,568295.8,5280364
Bliss Pharmacy,526319,178772,5280364
Active Case Management Team,389688.7,410953.3,5280365
Kamsons Pharmacy,419033,436480,5280364
Boots,448299,345282,5280364
Morrill Pharmacy,511534,430147,5280364
Helmsley Pharmacy,461566,484088,5280364
Community Nurses Office,341012.3,368835.1,5280365
Jhoots Pharmacy,425059.4,330493.7,5280364
Community Nurses Office,431369,226858,5280365
Lloyds Pharmacy,382467.6,387041.5,5280364
Boots,354308,422282,5280364
Community Nurses Office,413213.8,92071.7,5280365
Hyde Pharmacy,395069,394469.5,5280364
Medichem Pharmacy,384403,395156,5280364
Islington ELiPSe Team,531164,185324,5280365
Community Nurses Office,572066,322612,5280365
Stewart Pharmacy,404368,243577,5280364
Asda Pharmacy,604765,258555,5280364
Community Nurses Office,535140.3,184087.3,5280365
Westpoint Pharmacy,386797,394229,5280364
Boots,403505.7,244869,5280364
Substance Misuse Service,435223.8,385305.6,5280365
Hbs Pharmacy,356348.7,426198.8,5280364
Concept Chemist Ltd,520999.6,166578.4,5280364
Boots,399561.1,296388.2,5280364
Estuary House,287287,71544,5280365
Day Night Pharmacy,392382,284370,5280364
Boots,385510,157938,5280364
Brook Hill Pharmacy,570895,212875,5280364
Asda Pharmacy,591024,164955,5280364
Community Nurses Office,600008,140662,5280365
Day Lewis Pharmacy,289346.4,61837.9,5280364
Murray's Chemist,532663.8,183078.9,5280364
Pharmacy@Station Plaza,581456,109651,5280364
Tesco in-store Pharmacy,297806,145700,5280364
Rowlands Pharmacy,456698,368102,5280364
Jordanthorpe Health Centre,435798,380838,5280365
Cohens Chemist,460153,452322,5280364
Community Nurses Office,436099.6,388543.4,5280365
Tesco in-store Pharmacy,465718.1,154303.9,5280364
The Glen Primary Care Centre,430784,564555,5280365
Specialist Mobility Rehabilitation Centre,353974,431679,5280365
Lloyds Pharmacy,300748,381081,5280364
Asda Pharmacy,406542,441428,5280364
Bloxham Pharmacy,443030,236055,5280364
Lloyds Pharmacy,387782.8,346505.2,5280364
Rowlands Pharmacy,532099.4,187447.8,5280364
Weldricks Pharmacy,476717,399849,5280364
Community Drug and Alcohol Team,415111,433048,5280365
Leftwich Pharmacy,366337.9,372002.6,5280364
Fenstanton Pharmacy,531716,268373,5280364
Community Nurses Office,320950,182548,5280365
Day Lewis Pharmacy,356541,179252,5280364
St John Pharmacy,414392,180994,5280364
Cardiff Sickle Cell & Thalassaemia Centre,318835.3,175259.2,5280365
Pharmacia Naturale,530149,188444,5280364
West CMHT,365225,410019,5280365
Atkinson Road Clinic,421742,563981,5280365
Lloyds Pharmacy,437801.8,280638,5280364
Lloyds Pharmacy,427767,265714,5280364
Winterhill Pharmacy,440190.9,393300.3,5280364
Claydon Pharmacy,613094,249921,5280364
Thorpe Willoughby Pharmacy,457716,430538,5280364
Tesco in-store Pharmacy,383926,401890,5280364
Tesco in-store Pharmacy,506642,346061,5280364
Victoria Therapy Centre,434894,568652,5280365
Thackley Pharmacy,417378,438486,5280364
Bevan House,365335,353307,5280365
iHear Partnership,514117.7,175864.2,5280365
Widnes Late Night Pharmacy,351927.8,387238,5280364
Paydens Ltd,536881,169250,5280364
Gillingham High Street Pharmacy,380889,126489,5280364
District Nurses Office,251405.4,132363.8,5280365
Bowden House,377685,387666,5280365
Lloyds Pharmacy,537221,208698,5280364
Community Alcohol Team,561483.7,99183.8,5280365
Cheviot Primary Care Centre,398908,628099,5280365
Lloyds Pharmacy,381204,399108,5280364
Community Nurses Office,638854,165641,5280365
Western Community Hospital,439031,114123,5280371
Community Nurses Office,324426,123672,5280365
Masons Chemist,443061,312762,5280364
Mr Pickford's Express Pharmacy,488274,288488,5280364
Asda Pharmacy,583767,264919,5280364
Tesco in-store Pharmacy,472624,173970,5280364
Greatorex Children's & Young Peoples Centre,534219,181644,5280365
Tollesbury Pharmacy,595748,210431,5280364
Kirklees Pharmacy,419192,425333,5280364
Boots,623755.1,152247.9,5280364
Boots,334601,390306,5280364
The Robert Darbishire Practice,380963,399359,5280365
Clarke Pharmacy,526607,174979,5280364
Learning Disabilities,334555,433736.1,5280365
Ashburton Pharmacy,523327,174635,5280364
Tesco in-store Pharmacy,437043,493721,5280364
Jhoots Pharmacy,404839.7,283144.8,5280364
Filey Bay Pharmacy,512293.7,477449.6,5280364
Boston Archway Centre,532132.9,343883.8,5280365
Llandough Hospital Children's Centre,316526.3,172980.9,5280365
East Barn,347481,459866,5280365
Peak Pharmacy,445293.4,240084.6,5280364
Community Health Services,390346.9,414009.5,5280365
Birkenhead Pharmacy,330445.2,389558.6,5280364
Community Rheumatology Service,370669,308412,5280365
McGill Pharmacy Express 365,456376.4,401485,5280364
Ryecroft Health Centre,384737,346340,5280365
Boots,487342,157204,5280364
Tesco in-store Pharmacy,455289,345379,5280364
